"customer_id","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","avg_monthly_revenue","tenure_bucket","is_monthly_contract","has_fiber_internet","addon_services_count","churn"
"4547-LYTDD","Female",False,False,False,16,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",False,"Electronic check","72.65","1194.30","74.6437500000000000","13-24",True,True,0,True
"9894-QMIMJ","Female",False,False,False,23,True,"No","DSL","No","Yes","Yes","No","No","No","One year",False,"Bank transfer (automatic)","55.80","1327.85","57.7326086956521739","13-24",False,False,2,False
"8069-YQQAJ","Male",False,False,False,14,False,"No phone service","DSL","No","Yes","No","No","No","No","Month-to-month",True,"Mailed check","31.10","419.70","29.9785714285714286","13-24",True,False,1,False
"6770-XUAGN","Female",False,True,True,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",True,"Electronic check","21.00","21.00","21.0000000000000000","0-6",True,False,0,True
"4193-ORFCL","Female",True,False,False,1,True,"No","DSL","No","No","No","No","No","No","Month-to-month",False,"Mailed check","45.10","45.10","45.1000000000000000","0-6",True,False,0,True
"1636-NTNCO","Male",True,False,False,4,False,"No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month",True,"Credit card (automatic)","50.95","207.35","51.8375000000000000","0-6",True,False,3,False
"3466-WAESX","Male",False,False,True,16,True,"Yes","DSL","Yes","Yes","No","No","No","Yes","Month-to-month",True,"Electronic check","69.10","1083.70","67.7312500000000000","13-24",True,False,3,False
"9281-PKKZE","Female",False,True,False,46,False,"No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month",True,"Electronic check","43.95","2007.85","43.6489130434782609","24+",True,False,2,False
"3638-VBZTA","Male",False,False,True,68,True,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year",True,"Bank transfer (automatic)","86.50","5882.75","86.5110294117647059","24+",False,False,5,False
"7459-IMVYU","Male",False,False,False,38,True,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month",False,"Electronic check","69.95","2657.55","69.9355263157894737","24+",True,False,4,False
"7776-QWNFX","Male",True,True,False,30,True,"No","DSL","No","Yes","No","No","No","No","Month-to-month",True,"Bank transfer (automatic)","50.40","1527.50","50.9166666666666667","24+",True,False,1,True
"6689-TCZHQ","Female",True,False,False,5,True,"No","Fiber optic","No","No","No","No","No","Yes","Month-to-month",False,"Electronic check","78.95","378.40","75.6800000000000000","0-6",True,True,1,True
"8563-OYMQY","Male",False,False,False,17,True,"No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month",True,"Credit card (automatic)","90.95","1612.20","94.8352941176470588","13-24",True,True,3,False
"0754-EEBDC","Male",False,True,True,4,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Mailed check","19.90","76.65","19.1625000000000000","0-6",False,False,0,False
"5777-ZPQNC","Female",False,False,False,12,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",False,"Electronic check","20.15","260.70","21.7250000000000000","6-12",False,False,0,False
"1951-IEYXM","Male",False,True,True,72,True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year",True,"Credit card (automatic)","90.60","6441.85","89.4701388888888889","24+",False,False,6,False
"3318-NMQXL","Male",False,False,False,3,True,"No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month",True,"Electronic check","92.00","266.80","88.9333333333333333","0-6",True,True,2,False
"3143-ILDAL","Male",False,False,False,56,True,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month",True,"Electronic check","94.45","5124.60","91.5107142857142857","24+",True,True,3,True
"1022-RKXDR","Female",False,False,False,41,True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Mailed check","24.85","962.25","23.4695121951219512","24+",False,False,0,False
"2361-FJWNO","Male",False,False,False,40,False,"No phone service","DSL","No","Yes","No","Yes","No","No","One year",False,"Credit card (automatic)","36.00","1382.90","34.5725000000000000","24+",False,False,2,False
"2272-UOINI","Female",False,False,False,7,True,"No","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month",True,"Electronic check","78.50","571.05","81.5785714285714286","6-12",True,False,5,False
"8232-UTFOZ","Male",False,False,False,69,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Credit card (automatic)","19.95","1399.35","20.2804347826086957","24+",False,False,0,False
"3750-YHRYO","Male",False,True,True,7,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",False,"Mailed check","20.65","150.00","21.4285714285714286","6-12",False,False,0,False
"6637-KYRCV","Female",False,True,True,5,False,"No phone service","DSL","No","Yes","No","No","No","No","Month-to-month",True,"Electronic check","30.50","167.20","33.4400000000000000","0-6",True,False,1,False
"5668-MEISB","Female",False,True,True,72,True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year",False,"Credit card (automatic)","106.10","7657.40","106.3527777777777778","24+",False,True,5,False
"0129-QMPDR","Male",False,True,True,44,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Bank transfer (automatic)","20.50","865.05","19.6602272727272727","24+",False,False,0,False
"7188-CBBBA","Female",False,False,False,65,True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year",True,"Electronic check","95.50","6153.85","94.6746153846153846","24+",False,True,3,False
"5356-CSVSQ","Female",False,False,False,3,True,"Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month",False,"Electronic check","64.60","174.20","58.0666666666666667","0-6",True,False,2,False
"3221-CJMSG","Male",False,False,False,24,True,"No","DSL","No","No","No","Yes","No","No","Month-to-month",True,"Credit card (automatic)","51.10","1269.60","52.9000000000000000","13-24",True,False,1,False
"4720-VSTSI","Female",False,False,False,44,True,"Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month",True,"Bank transfer (automatic)","84.80","3862.55","87.7852272727272727","24+",True,True,2,True
"3219-JQRSL","Female",True,True,False,72,True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year",False,"Credit card (automatic)","89.10","6352.40","88.2277777777777778","24+",False,False,6,False
"2801-NISEI","Male",False,False,False,24,True,"No","DSL","Yes","No","No","Yes","No","No","Month-to-month",False,"Electronic check","54.95","1348.50","56.1875000000000000","13-24",True,False,2,False
"3946-MHCZW","Male",False,False,False,1,True,"No","DSL","No","No","Yes","No","No","No","Month-to-month",False,"Mailed check","50.90","50.90","50.9000000000000000","0-6",True,False,1,True
"4623-ZKHLY","Male",False,True,False,22,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",True,"Bank transfer (automatic)","20.45","471.55","21.4340909090909091","13-24",True,False,0,False
"6732-VAILE","Male",False,True,True,70,True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year",True,"Credit card (automatic)","85.95","5931.75","84.7392857142857143","24+",False,False,5,False
"8201-AAXCB","Male",False,True,True,25,True,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month",False,"Electronic check","60.35","1404.65","56.1860000000000000","24+",True,False,1,False
"7696-CFTAT","Male",False,True,True,37,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Bank transfer (automatic)","19.80","726.10","19.6243243243243243","24+",False,False,0,False
"1845-CSBRZ","Female",True,True,True,22,True,"Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month",False,"Bank transfer (automatic)","85.35","1961.60","89.1636363636363636","13-24",True,True,1,False
"2123-VSCOT","Female",False,True,True,59,True,"Yes","DSL","No","No","Yes","Yes","Yes","No","Two year",True,"Bank transfer (automatic)","72.10","4194.85","71.0991525423728814","24+",False,False,3,False
"6651-AZVTJ","Male",False,True,True,49,True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month",True,"Electronic check","99.80","4872.45","99.4377551020408163","24+",True,True,3,True
"4566-GOLUK","Male",False,True,True,47,True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month",True,"Bank transfer (automatic)","107.35","5118.95","108.9138297872340426","24+",True,True,4,True
"2484-DGXPZ","Female",False,True,True,31,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",True,"Mailed check","19.55","658.95","21.2564516129032258","24+",True,False,0,True
"2018-QKYGT","Male",False,True,True,1,True,"No","Fiber optic","No","No","No","No","No","Yes","Month-to-month",True,"Electronic check","81.05","81.05","81.0500000000000000","0-6",True,True,1,False
"2792-VPPET","Male",False,False,False,3,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",True,"Electronic check","20.50","76.95","25.6500000000000000","0-6",True,False,0,False
"7409-JURKQ","Female",False,True,False,53,True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year",True,"Bank transfer (automatic)","111.80","5809.75","109.6179245283018868","24+",False,True,5,False
"3247-MHJKM","Male",False,False,False,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","20.20","20.20","20.2000000000000000","0-6",True,False,0,False
"1964-SVLEA","Male",False,False,False,20,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Mailed check","19.70","415.90","20.7950000000000000","13-24",False,False,0,False
"4587-NUKOX","Female",False,False,False,3,True,"No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month",True,"Electronic check","79.10","246.50","82.1666666666666667","0-6",True,True,2,True
"7297-DVYGA","Female",False,False,False,51,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Bank transfer (automatic)","19.85","996.95","19.5480392156862745","24+",False,False,0,False
"2239-CGBUZ","Female",False,True,False,51,True,"No","DSL","Yes","Yes","No","Yes","No","No","One year",True,"Bank transfer (automatic)","60.50","3145.15","61.6696078431372549","24+",False,False,3,False
"0854-UYHZD","Female",False,True,True,13,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Mailed check","19.55","265.30","20.4076923076923077","13-24",False,False,0,False
"7243-LCGGZ","Female",False,False,False,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","20.90","20.90","20.9000000000000000","0-6",True,False,0,False
"8267-KFGYD","Male",False,False,True,1,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",True,"Mailed check","21.05","21.05","21.0500000000000000","0-6",True,False,0,False
"4890-VMUAV","Male",False,False,False,63,True,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year",False,"Electronic check","71.50","4576.30","72.6396825396825397","24+",False,False,4,False
"9261-WDCAF","Male",False,False,False,3,True,"No","DSL","No","No","No","No","No","Yes","Month-to-month",False,"Mailed check","54.65","189.10","63.0333333333333333","0-6",True,False,1,False
"3764-MNMOI","Male",False,False,False,46,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Credit card (automatic)","19.20","908.15","19.7423913043478261","24+",False,False,0,False
"7442-YGZFK","Male",False,False,False,1,True,"Yes","DSL","No","No","No","No","No","No","Month-to-month",True,"Credit card (automatic)","49.80","49.80","49.8000000000000000","0-6",True,False,0,False
"0420-BWTPW","Male",False,False,True,8,False,"No phone service","DSL","No","No","No","No","No","No","Month-to-month",False,"Mailed check","25.50","215.20","26.9000000000000000","6-12",True,False,0,True
"8229-BUJHX","Female",False,True,True,71,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Bank transfer (automatic)","20.50","1500.95","21.1401408450704225","24+",False,False,0,False
"7449-HVPIV","Male",False,True,True,55,True,"Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month",True,"Credit card (automatic)","90.40","5099.15","92.7118181818181818","24+",True,True,2,False
"5504-WSIUR","Female",False,False,False,70,True,"Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year",True,"Bank transfer (automatic)","90.25","6385.95","91.2278571428571429","24+",False,True,3,False
"8183-ONMXC","Female",False,False,False,2,True,"No","Fiber optic","No","No","No","No","No","Yes","Month-to-month",False,"Electronic check","80.75","159.45","79.7250000000000000","0-6",True,True,1,True
"8466-PZBLH","Male",False,True,True,67,True,"Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year",False,"Bank transfer (automatic)","104.60","6885.75","102.7723880597014925","24+",False,True,4,False
"9614-RMGHA","Male",False,True,False,65,True,"Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month",True,"Bank transfer (automatic)","91.85","5940.85","91.3976923076923077","24+",True,True,2,True
"8735-IJJEG","Male",False,True,False,14,True,"No","DSL","No","No","Yes","No","No","No","Month-to-month",False,"Credit card (automatic)","50.20","668.85","47.7750000000000000","13-24",True,False,1,False
"0564-MUUQK","Female",False,True,True,20,True,"Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month",True,"Bank transfer (automatic)","95.50","1916.20","95.8100000000000000","13-24",True,True,3,False
"5054-IEXZT","Male",False,False,True,1,True,"No","Fiber optic","No","Yes","No","No","No","No","Month-to-month",True,"Electronic check","75.35","75.35","75.3500000000000000","0-6",True,True,1,True
"5834-ASPWA","Male",False,False,False,1,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Electronic check","75.45","75.45","75.4500000000000000","0-6",True,True,0,True
"0701-RFGFI","Female",False,True,True,49,True,"Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month",True,"Bank transfer (automatic)","95.40","4613.95","94.1622448979591837","24+",True,True,2,False
"0019-EFAEP","Female",False,False,False,72,True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year",True,"Bank transfer (automatic)","101.30","7261.25","100.8506944444444444","24+",False,True,4,False
"5619-PTMIK","Female",False,True,False,46,True,"Yes","DSL","Yes","No","No","No","No","No","Month-to-month",False,"Electronic check","53.10","2459.80","53.4739130434782609","24+",True,False,1,False
"3737-XBQDD","Male",False,False,False,24,True,"Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month",True,"Bank transfer (automatic)","84.85","2048.80","85.3666666666666667","13-24",True,True,2,False
"5882-CMAZQ","Female",False,True,True,5,False,"No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month",False,"Electronic check","34.25","163.55","32.7100000000000000","0-6",True,False,2,False
"5846-QFDFI","Female",False,True,True,33,True,"Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month",False,"Credit card (automatic)","88.60","2888.70","87.5363636363636364","24+",True,True,3,False
"4445-KWOKW","Female",False,False,False,42,True,"Yes","DSL","Yes","Yes","No","No","No","No","One year",True,"Bank transfer (automatic)","60.15","2421.60","57.6571428571428571","24+",False,False,2,False
"3511-APPBJ","Male",False,False,False,23,True,"No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year",True,"Credit card (automatic)","99.95","2292.75","99.6847826086956522","13-24",False,True,4,False
"7967-HYCDE","Male",False,False,False,8,True,"No","Fiber optic","No","No","No","No","No","No","Month-to-month",False,"Bank transfer (automatic)","70.70","553.40","69.1750000000000000","6-12",True,True,0,False
"2430-RRYUW","Male",False,False,False,66,True,"No","DSL","Yes","Yes","No","No","No","No","One year",True,"Mailed check","54.80","3465.70","52.5106060606060606","24+",False,False,2,False
"3948-XHGNA","Male",False,False,False,24,True,"No","DSL","Yes","No","No","No","No","No","Month-to-month",True,"Bank transfer (automatic)","49.55","1210.40","50.4333333333333333","13-24",True,False,1,True
"3723-BFBGR","Male",True,False,False,24,True,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month",False,"Credit card (automatic)","54.80","1291.30","53.8041666666666667","13-24",True,False,1,False
"0565-IYCGT","Male",False,False,False,69,True,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year",True,"Credit card (automatic)","78.60","5356.45","77.6297101449275362","24+",False,False,5,True
"5447-WZAFP","Female",False,False,False,53,True,"No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year",True,"Mailed check","100.30","5200.80","98.1283018867924528","24+",False,True,4,False
"5110-CHOPY","Female",False,False,False,60,False,"No phone service","DSL","Yes","No","Yes","No","Yes","Yes","Two year",False,"Electronic check","53.60","3237.05","53.9508333333333333","24+",False,False,4,False
"5445-UTODQ","Female",False,True,False,7,True,"No","Fiber optic","No","No","No","No","Yes","No","Month-to-month",True,"Electronic check","81.10","576.65","82.3785714285714286","6-12",True,True,1,True
"4425-OWHWB","Female",False,False,False,20,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",True,"Credit card (automatic)","19.35","433.75","21.6875000000000000","13-24",False,False,0,False
"7892-QVYKW","Female",False,True,True,23,True,"Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month",False,"Electronic check","85.60","1868.40","81.2347826086956522","13-24",True,True,1,False
"9675-ICXCT","Male",False,True,True,72,True,"No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year",True,"Electronic check","80.80","5728.55","79.5631944444444444","24+",False,False,5,False
"1024-VRZHF","Male",False,True,False,11,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Electronic check","74.95","825.70","75.0636363636363636","6-12",True,True,0,True
"4703-MQYKT","Male",False,False,False,21,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Mailed check","19.60","390.40","18.5904761904761905","13-24",False,False,0,False
"9497-QCMMS","Male",True,False,False,1,True,"Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month",True,"Electronic check","93.55","93.55","93.5500000000000000","0-6",True,True,2,True
"5692-ICXLW","Male",True,False,False,31,True,"Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month",True,"Electronic check","90.70","2845.15","91.7790322580645161","24+",True,True,2,False
"0602-DDUML","Female",False,False,False,57,True,"No","DSL","No","Yes","Yes","Yes","Yes","No","Two year",False,"Mailed check","69.75","3894.40","68.3228070175438596","24+",False,False,4,False
"2208-MPXIO","Female",False,True,True,45,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",True,"Bank transfer (automatic)","20.00","886.40","19.6977777777777778","24+",False,False,0,False
"1960-UYCNN","Male",False,False,False,10,True,"Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month",True,"Electronic check","95.25","1021.55","102.1550000000000000","6-12",True,True,3,False
"0348-SDKOL","Female",False,True,False,58,True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month",True,"Credit card (automatic)","102.10","5885.40","101.4724137931034483","24+",True,True,4,True
"3190-FZATL","Male",False,False,True,14,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","19.95","268.40","19.1714285714285714","13-24",True,False,0,False
"7336-RLLRH","Male",False,True,False,27,True,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","One year",False,"Mailed check","80.85","2204.35","81.6425925925925926","24+",False,False,4,False
"4373-MAVJG","Female",False,True,True,14,True,"Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month",True,"Bank transfer (automatic)","90.90","1259.00","89.9285714285714286","13-24",True,True,2,True
"8901-HJXTF","Female",False,True,True,12,False,"No phone service","DSL","No","Yes","No","No","No","No","Month-to-month",False,"Mailed check","29.20","309.10","25.7583333333333333","6-12",True,False,1,True
"7710-JSYOA","Female",False,True,True,69,True,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year",True,"Bank transfer (automatic)","93.30","6398.05","92.7253623188405797","24+",False,True,3,False
"5419-KLXBN","Female",False,True,True,25,True,"No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month",True,"Bank transfer (automatic)","89.15","2257.75","90.3100000000000000","24+",True,True,3,True
"3424-NMNBO","Male",True,True,False,58,True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year",True,"Electronic check","108.85","6287.25","108.4008620689655172","24+",False,True,5,True
"9885-MFVSU","Female",False,True,True,35,False,"No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year",True,"Credit card (automatic)","46.35","1662.05","47.4871428571428571","24+",False,False,3,False
"4514-GFCFI","Female",True,False,False,16,True,"Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month",True,"Electronic check","84.75","1350.15","84.3843750000000000","13-24",True,True,1,True
"0607-MVMGC","Male",False,True,True,45,True,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year",False,"Credit card (automatic)","78.75","3600.65","80.0144444444444444","24+",False,False,4,False
"3365-SAIGS","Female",False,False,False,17,True,"No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month",True,"Electronic check","83.55","1329.15","78.1852941176470588","13-24",True,True,2,False
"9828-AOQLM","Female",False,True,True,1,True,"No","DSL","No","No","No","No","No","No","Month-to-month",True,"Electronic check","45.70","45.70","45.7000000000000000","0-6",True,False,0,True
"8022-BECSI","Male",False,False,False,22,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",False,"Mailed check","19.60","422.50","19.2045454545454545","13-24",False,False,0,False
"8000-REIQB","Female",True,False,False,1,True,"No","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Electronic check","69.95","69.95","69.9500000000000000","0-6",True,True,0,True
"9993-LHIEB","Male",False,True,True,67,True,"No","DSL","Yes","No","Yes","Yes","No","Yes","Two year",False,"Mailed check","67.85","4627.65","69.0694029850746269","24+",False,False,4,False
"0266-CLZKZ","Female",False,True,True,67,True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year",True,"Bank transfer (automatic)","105.65","6717.90","100.2671641791044776","24+",False,True,4,False
"7615-ESMYF","Female",False,True,False,2,False,"No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month",False,"Electronic check","44.60","97.10","48.5500000000000000","0-6",True,False,2,True
"3858-VOBET","Male",False,False,False,23,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Electronic check","74.95","1710.45","74.3673913043478261","13-24",True,True,0,True
"7020-OZKXZ","Female",True,False,False,9,True,"No","Fiber optic","No","No","Yes","No","No","No","Month-to-month",False,"Credit card (automatic)","75.50","637.40","70.8222222222222222","6-12",True,True,1,False
"3977-QCRSL","Female",False,False,False,5,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month",False,"Mailed check","20.15","117.95","23.5900000000000000","0-6",True,False,0,False
"0017-DINOC","Male",False,False,False,54,False,"No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year",False,"Credit card (automatic)","45.20","2460.55","45.5657407407407407","24+",False,False,3,False
"1447-PJGGA","Female",False,False,False,57,True,"No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year",True,"Electronic check","95.25","5464.65","95.8710526315789474","24+",False,True,3,True
"8565-CLBZW","Male",False,False,False,24,True,"Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month",True,"Mailed check","89.85","2165.05","90.2104166666666667","13-24",True,True,2,True
"9139-WQQDY","Female",False,True,True,49,True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year",False,"Mailed check","100.45","4941.80","100.8530612244897959","24+",False,True,3,True
"0224-HJAPT","Male",False,False,False,5,True,"Yes","DSL","No","No","No","No","No","No","Month-to-month",False,"Electronic check","47.15","223.15","44.6300000000000000","0-6",True,False,0,True
"8086-OVPWV","Male",False,False,False,2,True,"No","Fiber optic","No","No","No","No","No","Yes","Month-to-month",True,"Electronic check","80.20","181.10","90.5500000000000000","0-6",True,True,1,True
"9430-FRQOC","Female",False,False,True,4,True,"Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month",True,"Mailed check","87.10","341.45","85.3625000000000000","0-6",True,True,2,True
"7639-OPLNG","Male",False,True,True,70,True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year",True,"Bank transfer (automatic)","79.25","5731.85","81.8835714285714286","24+",False,False,5,False
"3074-GQWYX","Male",False,False,False,5,True,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month",True,"Bank transfer (automatic)","75.90","357.75","71.5500000000000000","0-6",True,True,0,True
"1492-QGCLU","Male",False,True,True,53,True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month",False,"Electronic check","85.70","4616.10","87.0962264150943396","24+",True,False,5,False
"6845-RGTYS","Female",False,True,False,47,True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month",True,"Electronic check","98.75","4533.70","96.4617021276595745","24+",True,True,4,True
"7328-OWMOM","Female",False,False,True,31,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",False,"Credit card (automatic)","20.10","589.25","19.0080645161290323","24+",False,False,0,False
"4418-LZMSV","Male",False,True,True,13,True,"No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month",False,"Bank transfer (automatic)","61.80","750.10","57.7000000000000000","13-24",True,False,3,False
"5155-AZQPB","Female",False,True,True,28,True,"Yes","DSL","No","No","No","No","No","No","Month-to-month",False,"Mailed check","49.90","1410.25","50.3660714285714286","24+",True,False,0,False
"8861-HGGKB","Female",False,False,False,10,True,"Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month",False,"Electronic check","86.45","830.85","83.0850000000000000","6-12",True,True,1,True
"1087-GRUYI","Male",False,True,False,38,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Bank transfer (automatic)","20.40","743.50","19.5657894736842105","24+",False,False,0,False
"7065-YUNRY","Female",False,False,False,1,True,"No","DSL","No","No","No","No","No","No","Month-to-month",True,"Mailed check","45.30","45.30","45.3000000000000000","0-6",True,False,0,True
"7694-VLBWQ","Male",False,True,False,67,True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year",False,"Electronic check","104.10","7040.85","105.0873134328358209","24+",False,True,4,True
"2546-KZAAT","Male",False,True,False,52,True,"No","DSL","Yes","Yes","No","No","Yes","Yes","One year",True,"Mailed check","75.40","3865.45","74.3355769230769231","24+",False,False,4,False
"0181-RITDD","Male",False,True,True,62,True,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year",False,"Mailed check","108.15","6825.65","110.0911290322580645","24+",False,True,6,False
"5989-PGKJB","Female",False,False,False,16,True,"No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month",True,"Electronic check","86.25","1340.10","83.7562500000000000","13-24",True,True,2,False
"4795-KTRTH","Female",True,True,False,5,True,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month",True,"Electronic check","81.00","371.65","74.3300000000000000","0-6",True,True,1,True
"8272-ONJLV","Male",False,False,False,12,True,"No","Fiber optic","No","No","Yes","No","Yes","Yes","One year",False,"Electronic check","95.70","1184.00","98.6666666666666667","6-12",False,True,3,False
"1488-PBLJN","Female",False,True,True,72,True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year",True,"Bank transfer (automatic)","116.85","8477.70","117.7458333333333333","24+",False,True,6,False
"0308-GIQJT","Male",True,False,False,71,True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year",False,"Bank transfer (automatic)","105.75","7382.85","103.9838028169014085","24+",False,True,4,False
"3778-FOAQW","Female",False,True,False,24,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",False,"Mailed check","20.15","456.85","19.0354166666666667","13-24",False,False,0,False
"4452-ROHMO","Female",False,False,False,15,True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",False,"Mailed check","19.60","331.60","22.1066666666666667","13-24",False,False,0,False
